"A_VVED_AGN","1998-10-08T23:00:00+00:00","1998-10-08T23:00:00+00:00","2015-05-06T09:00:00+00:00","2015-05-05T11:00:00+00:00"
"B_TRE","2008-06-23T10:50:00+00:00","2008-06-23T10:50:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"H_BIA","2011-10-28T09:00:00+00:00","2011-10-28T09:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"H_CAB","2014-05-13T10:30:00+00:00","2014-05-13T10:40:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"H_CAV","2004-02-10T23:00:00+00:00","2004-02-10T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"H_CHIA","2012-09-03T11:00:00+00:00","2012-09-03T11:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"H_NOV","2010-11-11T08:50:00+00:00","2010-11-11T08:50:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"H_TRE","2008-06-23T10:50:00+00:00","2008-06-23T10:50:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_ARO","2007-06-27T23:00:00+00:00","2007-06-27T23:00:00+00:00","2015-04-28T12:00:00+00:00","2015-04-28T12:07:00+00:00"
"P_BED","2000-12-31T23:00:00+00:00","2000-12-31T23:00:00+00:00","2015-05-06T09:00:00+00:00","2015-05-05T11:50:00+00:00"
"P_BED_OL","1993-11-18T23:00:00+00:00","1993-11-18T23:00:00+00:00","2000-12-26T17:00:00+00:00","2000-12-26T17:00:00+00:00"
"P_BIA","2011-10-28T09:00:00+00:00","2011-10-28T09:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_CAB","2014-05-13T10:30:00+00:00","2014-05-13T10:40:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_CAD_RTM","2005-07-08T23:00:00+00:00","2005-07-08T23:00:00+00:00","2007-08-23T09:50:00+00:00","2007-08-23T09:50:00+00:00"
"P_CAL","2010-10-10T23:00:00+00:00","2010-10-10T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_CAM","1993-11-23T23:00:00+00:00","1993-11-23T23:00:00+00:00","2011-03-17T08:20:00+00:00","2011-03-17T08:20:00+00:00"
"P_CAM_DOG","2005-09-30T23:00:00+00:00","2005-09-30T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_CAR","2005-09-07T23:00:00+00:00","2005-09-07T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_CAV","2004-02-10T23:00:00+00:00","2004-02-10T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_CHIA","2007-09-13T23:00:00+00:00","2007-09-13T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_COL","2006-07-31T23:00:00+00:00","2006-07-31T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_CVM","2005-12-31T23:00:00+00:00","2005-12-31T23:00:00+00:00","2015-05-06T09:00:00+00:00","2015-05-05T11:41:01+00:00"
"P_FRA","2006-03-31T23:00:00+00:00","2006-03-31T23:00:00+00:00","2011-02-22T02:40:00+00:00","2011-02-22T02:40:00+00:00"
"P_FRA_OL","1993-11-21T23:00:00+00:00","1993-11-21T23:00:00+00:00","2006-03-31T05:10:00+00:00","2006-03-31T05:10:00+00:00"
"P_FUS","1994-08-27T23:00:00+00:00","1994-08-27T23:00:00+00:00","2010-12-01T06:20:00+00:00","2010-12-01T06:20:00+00:00"
"P_FUS_PAE","2007-05-24T23:00:00+00:00","2007-05-24T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:34:08+00:00"
"P_GIUB","2005-02-24T23:00:00+00:00","2005-02-24T23:00:00+00:00","2015-04-16T13:40:00+00:00","2015-04-16T13:40:00+00:00"
"P_GNO","2008-04-24T23:00:00+00:00","2008-04-24T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_GRA","2006-04-26T23:00:00+00:00","2006-04-26T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_ISO","2006-10-06T23:00:00+00:00","2006-10-06T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_LOD","2007-08-24T23:00:00+00:00","2007-08-24T23:00:00+00:00","2014-01-07T14:10:00+00:00","2014-01-07T14:10:00+00:00"
"P_LUZ","1994-08-28T23:00:00+00:00","1994-08-28T23:00:00+00:00","2015-05-06T09:00:00+00:00","2015-05-05T11:00:00+00:00"
"P_MAG","2005-02-12T23:00:00+00:00","2005-02-12T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_MEN","2004-10-14T23:00:00+00:00","2004-10-14T23:00:00+00:00","2015-04-28T08:00:00+00:00","2015-04-28T08:07:00+00:00"
"P_NOV","2005-09-07T23:00:00+00:00","2005-09-07T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_OLI","2005-11-18T23:00:00+00:00","2005-11-18T23:00:00+00:00","2015-04-14T12:40:00+00:00","2015-04-14T12:41:00+00:00"
"P_SOM","2008-01-31T23:00:00+00:00","2008-01-31T23:00:00+00:00","2015-03-03T08:00:00+00:00","2015-03-03T08:00:00+00:00"
"P_SON","2010-11-22T23:00:00+00:00","2010-11-22T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"P_TRE","2007-11-02T23:00:00+00:00","2007-11-02T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"R_CAV","2004-02-10T23:00:00+00:00","2004-02-10T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_BIA","2011-10-28T09:00:00+00:00","2011-10-28T09:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_CAB","2014-05-13T10:30:00+00:00","2014-05-13T10:40:00+00:00","2015-05-06T09:00:00+00:00","2015-05-05T11:50:00+00:00"
"T_CAL","2010-10-10T23:00:00+00:00","2010-10-10T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_CAM_DOG","2013-11-08T11:30:00+00:00","2013-11-08T11:30:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_CAR","2005-09-07T23:00:00+00:00","2005-09-07T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_CAV","2004-02-10T23:00:00+00:00","2004-02-10T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_CHIA","2012-09-03T11:00:00+00:00","2012-09-03T11:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_COL","2006-07-31T23:00:00+00:00","2006-07-31T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_GRA","2006-04-26T23:00:00+00:00","2006-04-26T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_ISO","2006-10-06T23:00:00+00:00","2006-10-06T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_NOV","2005-09-07T23:00:00+00:00","2005-09-07T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_PON","2007-11-28T23:00:00+00:00","2007-11-28T23:00:00+00:00","2013-11-05T07:40:00+00:00","2013-11-05T07:40:00+00:00"
"T_SON","2010-11-22T23:00:00+00:00","2010-11-22T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"T_TRE","2007-11-02T23:00:00+00:00","2007-11-02T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"WK_MUZ_MUZ","2013-01-10T08:00:00+00:00","2013-01-10T08:00:00+00:00","2015-04-21T13:30:00+00:00","2015-04-21T13:32:00+00:00"
"WT_BOL_PTC","2009-08-20T23:00:00+00:00","2009-08-20T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"WT_BON_QUA","2002-12-31T23:00:00+00:00","2002-12-31T23:00:00+00:00","2015-04-17T07:10:00+00:00","2015-04-17T07:10:00+00:00"
"WT_CAL_AIR","2008-10-02T23:00:00+00:00","2008-10-02T23:00:00+00:00","2015-04-08T12:40:00+00:00","2015-04-08T12:43:00+00:00"
"WT_CUC_POR","2002-07-11T23:00:00+00:00","2002-07-11T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"WT_GNO_GNO","2005-12-15T23:00:00+00:00","2005-12-15T23:00:00+00:00","2015-04-29T12:10:00+00:00","2015-04-29T12:17:00+00:00"
"WT_LAV_MEN","2010-05-10T23:00:00+00:00","2010-05-10T23:00:00+00:00","2015-04-28T07:50:00+00:00","2015-04-28T07:52:00+00:00"
"WT_LAV_RSV","2009-01-28T23:00:00+00:00","2009-01-28T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T12:00:00+00:00"
"WT_MAG_CEV","2003-10-20T23:00:00+00:00","2003-11-03T23:00:00+00:00","2009-05-15T11:20:00+00:00","2009-05-15T11:20:00+00:00"
"WT_MAG_LOD","2014-04-16T08:40:00+00:00","2014-04-16T08:40:00+00:00","2015-04-02T12:10:00+00:00","2015-04-02T12:15:00+00:00"
"WT_MAR_MAR","2004-07-29T23:00:00+00:00","2004-07-29T23:00:00+00:00","2014-01-03T09:40:00+00:00","2014-01-03T09:40:00+00:00"
"WT_MAR_MAR2","2013-07-18T09:10:00+00:00","2013-07-18T09:10:00+00:00","2015-05-06T09:00:00+00:00","2015-05-05T11:00:00+00:00"
"WT_MOR_GIU","2009-11-04T23:00:00+00:00","2009-11-04T23:00:00+00:00","2015-05-06T09:20:00+00:00","2015-05-05T12:00:00+00:00"
"WT_MUZ_MUZ","2005-06-08T23:00:00+00:00","2005-06-08T23:00:00+00:00","2015-04-21T13:30:00+00:00","2015-04-21T13:32:00+00:00"
"WT_ROV_CVM1","2011-11-03T09:20:00+00:00","2011-11-03T09:20:00+00:00","2015-01-02T09:30:00+00:00","2015-01-02T09:30:00+00:00"
"WT_ROV_CVM2","2006-11-22T23:00:00+00:00","2006-11-22T23:00:00+00:00","2015-01-02T09:40:00+00:00","2015-01-02T09:40:00+00:00"
"WT_ROV_CVM3","2011-11-03T11:00:00+00:00","2011-11-03T11:00:00+00:00","2015-04-23T08:20:00+00:00","2015-04-23T08:28:00+00:00"
"WT_SAL_MAG","2002-12-31T23:00:00+00:00","2002-12-31T23:00:00+00:00","2015-05-06T05:00:00+00:00","2015-05-05T11:00:00+00:00"
"WT_SCA_LUG","2008-12-31T23:00:00+00:00","2008-12-31T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"WT_TIC_BED","2008-10-02T23:00:00+00:00","2008-10-02T23:00:00+00:00","2015-04-15T11:20:00+00:00","2015-04-15T11:20:00+00:00"
"WT_TRA_ARB_FFS1","2009-04-02T23:00:00+00:00","2009-04-02T23:00:00+00:00","2015-05-06T09:10:00+00:00","2015-05-05T11:50:00+00:00"
"WT_VED_ISO","2011-02-24T23:00:00+00:00","2011-02-24T23:00:00+00:00","2015-04-16T12:00:00+00:00","2015-04-16T12:09:00+00:00"
"WT_VVED_AGN","2008-10-29T23:00:00+00:00","2008-10-29T23:00:00+00:00","2015-05-06T09:00:00+00:00","2015-05-05T11:00:00+00:00"
"W_PON","2007-11-29T00:00:00+00:00","2007-11-29T00:00:00+00:00","2015-05-06T09:00:00+00:00","2015-05-05T11:50:00+00:00"
